image_id,x,y,w,h
4923,1576,1160,180,181
4923,2243,1836,181,180
4923,1973,1359,179,180
2029,1731,1308,180,180
2029,2668,1807,180,180
2029,1495,687,179,180
2029,1830,1671,180,179
2029,1665,1156,180,180
2029,3034,1350,180,180
2029,1655,1564,179,180
2029,1420,848,180,180
2029,1465,1292,180,180
2029,2052,948,179,180
7364,2042,1323,180,180
7364,1830,1757,180,180
7364,3086,1091,180,179
7364,3135,932,180,179
7364,1867,453,181,180
7364,3090,1010,180,180
7364,2942,601,180,179
7364,2263,1431,180,180
7364,2623,243,180,180
4924,1849,1422,179,180
4924,2667,1807,180,180
4924,1715,897,180,180
4924,1935,1734,179,179
4924,3132,1375,180,179
4924,1830,1672,180,179
4924,3031,1324,179,180
4924,1576,1160,180,180
4924,2244,1836,180,180
4924,1975,1360,178,179
4503,2107,1574,179,180
4503,2769,1743,180,181
4503,1828,1670,179,179
4503,3013,1572,180,180
4503,3069,516,179,181
4503,1522,927,179,179
4503,1547,1383,180,180
4503,2223,1660,179,180
4503,2635,1647,179,180
4503,2626,1836,180,179
2116,2101,532,180,180
2116,1797,1490,179,179
2116,2668,1807,180,180
2116,1536,1086,180,180
2116,1830,1671,179,180
2116,3046,1337,180,180
2116,2139,614,180,180
2116,1533,1359,180,180
2116,2528,1169,180,180
2233,2789,1767,180,181
2233,1405,894,180,180
2233,1829,1670,180,180
2233,3051,1331,179,180
2233,1916,389,180,180
2233,2536,1717,180,180
2233,1510,981,179,179
2233,1535,1354,180,180
2233,2487,1886,179,179
2233,2768,1459,179,180
5213,2789,1767,180,181
5213,1552,811,180,180
5213,1829,1670,180,180
5213,3051,1332,180,179
5213,1918,388,180,180
5213,2535,1728,179,181
5213,1524,1071,178,179
5213,1535,1355,180,180
5213,2488,1884,179,180
5213,2725,1491,180,180
823,1416,250,180,181
823,1032,172,179,180
823,510,225,181,181
823,2935,1220,180,179
823,2338,710,179,180
823,1439,880,179,180
823,668,270,179,179
823,3189,0,178,160
823,425,619,178,180
823,432,267,179,180
823,2209,769,180,179
823,2328,733,179,180
4508,2093,1514,181,180
4508,2246,1719,179,181
4508,2770,1746,180,180
4508,1828,1670,179,180
4508,3013,1572,180,180
4508,2968,440,180,180
4508,1522,926,179,180
4508,1547,1383,180,180
4508,2637,1646,179,180
4508,2622,1838,181,179
7437,1806,405,179,180
7437,2002,1335,179,179
7437,3188,1055,179,179
7437,3139,929,180,180
7437,3105,962,180,179
7437,2931,603,180,179
7437,2376,259,180,181
7437,2263,1432,180,179
7437,2724,1231,181,180
7437,2452,231,179,179
4414,1667,446,181,180
4414,2148,1707,179,180
4414,2651,1727,179,179
4414,3013,1575,179,179
4414,2637,1784,179,179
4414,1923,1722,180,180
4414,2944,1617,180,180
4414,1829,1671,179,180
4414,1548,1383,180,180
543,1160,239,178,179
543,698,255,179,179
543,3689,1417,179,179
543,2258,778,179,180
543,3705,1284,181,179
543,3828,-1,188,116
543,1598,372,179,180
543,1832,862,180,180
543,1042,285,179,180
543,597,0,180,176
543,2790,1167,181,181
543,517,691,180,181
543,1475,180,179,180
543,2175,799,179,180
6032,2081,1408,180,180
6032,3131,929,180,180
6032,3175,1010,181,180
6032,2195,318,179,179
6032,3121,850,179,179
6032,2941,333,180,180
6032,3153,743,179,180
6032,2261,1423,180,180
6032,2590,1098,180,180
5342,2657,1795,180,180
5342,1618,754,178,179
5342,1829,1671,180,179
5342,3052,1332,179,179
5342,1984,217,179,180
5342,1667,1374,180,180
5342,1669,918,180,180
5342,2222,1479,179,180
5342,2782,1572,180,180
5342,2436,1874,180,179
4311,3016,1568,180,179
4311,2890,1679,180,180
4311,1828,1670,180,180
4311,1436,1198,180,180
4311,1668,1565,179,180
4311,1948,860,180,179
4311,2686,1667,179,179
4311,2680,1826,180,181
4311,2678,1566,180,179
4319,3018,1567,179,179
4319,1829,1671,179,180
4319,2917,1639,179,179
4319,1671,1501,181,181
4319,1904,819,180,179
4319,2693,1660,179,179
4319,1449,1320,180,180
4319,2681,1826,180,181
4319,2642,1543,180,179
6099,2081,1408,180,180
6099,3157,1023,180,180
6099,3127,928,180,180
6099,2187,323,179,179
6099,3061,804,180,180
6099,2941,333,180,180
6099,2261,1423,180,179
631,2054,747,179,180
631,1744,416,180,179
631,579,294,179,179
631,3894,1151,176,179
631,2338,714,179,180
631,1900,746,179,180
631,734,317,179,179
631,2659,1000,179,180
631,550,713,180,180
631,1575,185,179,179
631,2173,793,180,180
631,2252,766,179,180
631,489,545,180,180
7033,2069,450,181,180
7033,1805,474,179,180
7033,3194,1066,180,180
7033,2972,839,180,179
7033,3131,934,180,180
7033,2794,375,180,180
7033,3036,996,180,180
7033,2262,1422,179,180
628,590,281,178,179
628,3190,1385,179,180
628,3890,1150,178,179
628,2379,716,180,180
628,1958,774,179,180
628,735,318,180,179
628,2775,1109,180,181
628,592,683,179,180
628,1577,236,179,179
628,2173,793,180,180
628,2254,770,180,180
628,484,583,180,179
6005,2081,1407,179,180
6005,3145,811,180,179
6005,3126,1100,179,179
6005,3207,877,180,179
6005,2263,309,179,179
6005,3128,930,180,180
6005,2941,333,180,180
6005,2261,1423,180,180
6005,2588,1098,180,180
726,2189,778,179,180
726,521,0,179,163
726,600,166,179,180
726,2283,783,180,180
726,3510,0,180,103
726,1695,543,179,180
726,2861,260,179,180
726,1337,506,179,180
726,1929,905,179,180
726,664,271,178,179
726,457,621,180,180
726,2248,790,180,180
726,2278,785,180,179
726,600,508,180,180
5436,1668,770,179,179
5436,1829,1670,180,180
5436,3053,1332,180,179
5436,2842,1169,181,182
5436,2555,1771,181,180
5436,1667,1375,180,180
5436,1664,915,180,180
5436,2711,1362,179,179
5436,2437,1873,179,180
5436,2415,243,179,180
7312,2041,1322,180,180
7312,3113,988,179,179
7312,3119,1065,180,180
7312,3230,937,180,180
7312,1849,454,181,180
7312,3134,933,180,180
7312,2955,596,180,179
7312,2264,1432,179,179
7312,2685,1204,180,179
7312,2622,242,179,181
4905,2668,1807,179,180
4905,1715,888,180,180
4905,3003,1352,180,179
4905,1827,1671,180,179
4905,1727,1554,180,180
4905,2842,296,179,180
4905,1703,1078,180,180
4905,1997,1739,179,179
4905,2233,1836,181,180
4905,1974,1361,178,179
6396,2071,1399,180,180
6396,3092,870,180,180
6396,3177,1054,180,180
6396,3135,935,180,180
6396,2941,332,180,179
6396,2970,1016,180,180
6396,2262,1422,179,180
4643,2885,1706,180,180
4643,2774,1735,179,180
4643,1829,1670,179,180
4643,3053,1475,179,179
4643,1637,1384,180,180
4643,1525,930,179,180
4643,3196,1100,180,179
4643,2626,1834,181,180
4643,2752,1317,181,180
4643,2677,282,179,179
6056,2081,1408,180,180
6056,3180,1002,180,180
6056,3011,690,180,180
6056,3129,926,179,180
6056,2187,322,179,179
6056,3076,829,179,179
6056,2942,334,179,180
6056,2261,1423,180,180
4339,3018,1571,180,179
4339,2682,1826,180,181
4339,1829,1670,180,180
4339,2923,1617,179,180
4339,1797,834,180,180
4339,2709,1651,180,179
4339,1577,1420,179,179
4339,1595,1583,179,180
4339,2222,1806,180,180
4339,2741,1578,180,179
4155,1827,915,179,180
4155,2796,1838,182,181
4155,2877,1688,180,180
4155,3150,1274,180,180
4155,1462,1085,179,179
4155,1828,1669,180,180
4155,2142,1102,179,180
4155,3136,819,179,179
4155,1990,1840,179,179
4155,2628,161,180,180
4118,2878,1688,180,180
4118,1887,1687,180,180
4118,3150,1274,180,180
4118,1828,1670,180,180
4118,1466,1122,179,180
4118,2129,1169,180,180
4118,2419,521,179,180
4118,2660,274,179,180
2312,2094,1456,179,180
2312,2657,1795,180,180
2312,1573,817,179,180
2312,1829,1670,180,180
2312,3051,1332,180,180
2312,1954,300,179,180
2312,1670,919,180,180
2312,2794,1586,180,180
2312,1602,1369,179,180
2312,2436,1876,180,179
2343,2657,1795,180,179
2343,1618,752,178,179
2343,1829,1670,180,180
2343,3052,1332,179,179
2343,1984,218,179,179
2343,1668,1376,180,180
2343,1669,918,180,179
2343,2320,1477,179,179
2343,2782,1572,180,179
2343,2436,1874,180,179
2037,2668,1807,180,180
2037,1487,639,179,180
2037,1830,1671,180,180
2037,1665,1152,180,181
2037,3034,1350,180,180
2037,1654,1563,179,180
2037,1820,1208,179,179
2037,1437,726,179,180
2037,1463,1288,180,180
2037,2041,833,180,180
4703,2846,1703,179,180
4703,1829,1670,179,180
4703,3054,1425,180,179
4703,1827,244,180,180
4703,3015,1226,180,180
4703,1637,1399,180,180
4703,1502,943,179,179
4703,2296,1187,181,180
4703,2618,1856,180,180
4703,2627,1321,180,180
7477,2542,173,181,180
7477,1736,404,180,180
7477,3185,1073,180,179
7477,2930,603,180,179
7477,3138,931,180,179
7477,3088,920,180,180
7477,2662,190,180,180
7477,2264,1432,180,179
7477,2724,1231,181,179
4691,2859,1706,180,180
4691,1828,1670,180,180
4691,3054,1424,180,180
4691,3066,1256,180,180
4691,1830,239,180,180
4691,1637,1399,180,179
4691,1523,930,179,180
4691,2444,1277,179,179
4691,2677,1290,180,179
4691,2618,1857,180,180
4034,1938,1410,180,179
4034,2878,1687,180,180
4034,1608,769,179,180
4034,1827,1669,180,180
4034,3181,1233,180,180
4034,2205,1763,179,179
4034,3117,654,179,179
4034,1484,802,180,179
4034,2119,1863,181,180
7476,1736,404,180,180
7476,2002,1334,179,179
7476,3185,1073,179,179
7476,2930,603,180,179
7476,3139,930,179,180
7476,3088,924,180,179
7476,2657,214,180,180
7476,2264,1432,180,179
7476,2724,1231,181,179
7476,2542,175,180,180
4539,2166,1430,179,180
4539,2754,1735,180,180
4539,1829,1670,179,180
4539,3013,1572,181,180
4539,2530,1597,180,180
4539,1526,931,179,180
4539,2696,1607,180,180
4539,1547,1383,180,180
4539,3118,643,180,179
4539,2625,1831,181,180
6187,2097,1405,180,179
6187,3103,818,180,180
6187,3080,1052,180,180
6187,3136,935,180,180
6187,2099,353,179,180
6187,3045,914,180,181
6187,2941,332,180,180
6187,2262,1423,179,179
5246,2789,1767,180,181
5246,1829,1670,180,180
5246,3051,1331,179,180
5246,1915,380,180,179
5246,2517,1739,179,179
5246,1581,884,179,180
5246,1448,859,179,180
5246,1547,1347,180,179
5246,2446,1884,179,179
5246,2770,1456,179,180
6522,2077,1379,180,180
6522,3100,1101,179,180
6522,3135,935,180,180
6522,3043,932,180,180
6522,2942,330,180,180
6522,1639,791,180,180
6522,2944,1024,181,180
6522,2261,1422,180,180
6522,2602,1130,181,180
6429,2071,1399,180,180
6429,3099,916,179,180
6429,3122,1059,180,180
6429,3135,936,179,180
6429,2941,332,180,180
6429,1618,747,179,180
6429,2970,1017,180,179
6429,2262,1422,179,180
4848,2232,1695,180,180
4848,2662,1809,180,179
4848,1829,1670,179,180
4848,3002,1351,180,180
4848,1659,1566,179,180
4848,2716,1498,180,180
4848,2618,1612,180,180
4848,1623,760,179,180
4848,2360,1860,181,180
6422,2071,1399,180,180
6422,3150,1042,180,180
6422,3132,936,180,180
6422,3079,910,180,179
6422,2941,332,180,180
6422,1595,680,179,180
6422,2970,1015,180,180
6422,2262,1422,179,180
4284,2797,1751,180,181
4284,3014,1572,180,179
4284,1828,1669,180,180
4284,2916,1640,180,179
4284,2767,1413,180,180
4284,1994,955,179,179
4284,1388,1124,180,180
4284,1483,1290,180,179
4284,2665,1828,180,180
2146,1870,1499,180,180
2146,3051,1333,180,179
2146,2668,1807,180,180
2146,1536,1086,180,180
2146,1829,1671,180,180
2146,1932,349,179,179
2146,2737,1211,180,180
2146,1533,1356,180,180
2146,2417,200,179,179
4833,2684,1814,180,180
4833,2016,1842,180,180
4833,3002,1351,180,179
4833,1828,1670,180,180
4833,1623,760,179,180
4833,2754,1595,180,181
4833,1466,1313,179,180
4833,2359,1856,181,180
4833,2654,1427,179,179
4275,2795,1776,181,180
4275,1828,1669,180,180
4275,3004,1580,180,180
4275,2828,1385,181,180
4275,1398,1091,180,180
4275,2888,1549,180,178
4275,1424,1206,180,180
4275,1993,955,179,179
4275,2660,1832,180,180
6467,2071,1399,180,180
6467,3135,935,179,180
6467,3026,914,180,180
6467,2942,331,179,180
6467,1636,789,180,180
6467,2971,1027,181,180
6467,2262,1422,179,180
6951,3204,1099,179,179
6951,3129,933,180,180
6951,1959,421,180,180
6951,3011,863,181,180
6951,2814,397,180,181
6951,2890,975,180,180
6951,2262,1422,180,180
6951,2627,1123,180,180
6951,2672,243,179,181
592,1567,290,179,180
592,603,273,179,179
592,3104,1342,180,179
592,3873,1308,182,181
592,2254,768,180,180
592,551,491,180,181
592,1924,858,179,179
592,740,321,179,179
592,517,249,180,180
592,549,635,180,180
592,1358,981,179,180
592,1362,110,180,180
592,2173,798,180,180
592,2885,1227,179,180
5028,1715,1309,180,180
5028,2668,1807,180,180
5028,1490,693,179,180
5028,1830,1671,179,179
5028,1662,1156,181,180
5028,3034,1350,180,180
5028,1655,1564,179,180
5028,1415,882,180,181
5028,1476,1294,179,180
5028,2051,963,179,180
4623,2741,1759,180,180
4623,2889,1697,180,180
4623,3044,1490,179,180
4623,1828,1670,180,180
4623,2806,1316,181,181
4623,1638,1383,180,180
4623,1525,930,180,180
4623,3114,632,180,180
4623,2629,1834,181,180
4623,2695,282,179,179
6403,2071,1399,180,180
6403,3085,885,180,179
6403,3176,1043,180,179
6403,3135,935,180,180
6403,2941,332,180,180
6403,2970,1016,180,180
6403,2262,1423,179,179
2228,2789,1767,180,181
2228,1440,875,179,179
2228,1829,1670,180,180
2228,3051,1331,179,180
2228,1916,388,180,180
2228,2536,1717,180,179
2228,1543,935,179,180
2228,1535,1354,180,180
2228,2487,1885,179,180
2228,2767,1460,180,180
5410,3054,1332,179,179
5410,1668,771,180,179
5410,1829,1670,180,180
5410,3202,1080,180,179
5410,2554,1772,181,180
5410,1668,1375,180,180
5410,1664,915,180,180
5410,2949,1398,180,179
5410,2437,1874,179,179
5410,2391,248,180,181
2237,2789,1767,180,180
2237,1829,1670,180,180
2237,3051,1331,179,180
2237,1914,387,179,180
2237,2536,1717,180,180
2237,1531,921,180,180
2237,1401,889,180,180
2237,1535,1354,180,180
2237,2487,1885,179,180
2237,2769,1456,180,181
5142,1837,1505,180,180
5142,2668,1807,180,180
5142,1536,1086,180,180
5142,1830,1671,179,180
5142,3054,1333,179,180
5142,3156,1326,180,180
5142,1929,357,180,180
5142,1534,1356,179,180
5142,2678,1181,180,180
5142,2381,318,180,179
6929,3198,1091,179,179
6929,3129,933,180,180
6929,1965,413,179,180
6929,3011,862,180,180
6929,2825,459,181,181
6929,2895,317,180,180
6929,2884,980,180,180
6929,2262,1422,179,180
6929,2627,1123,180,180
4110,2764,1810,181,181
4110,1888,1689,179,180
4110,3150,1274,180,180
4110,1829,1670,180,180
4110,1466,1123,179,179
4110,2154,1190,180,180
4110,2878,1688,179,180
4110,2396,616,181,180
4110,2488,240,179,180
5346,2657,1794,180,180
5346,1618,752,179,179
5346,1829,1670,180,180
5346,3052,1332,179,179
5346,1985,219,179,180
5346,1668,1377,180,180
5346,1669,918,180,180
5346,2782,1572,180,179
5346,2436,1874,180,179
5346,2404,1503,180,180
6999,3189,1022,180,179
6999,2984,834,180,180
6999,3128,934,180,180
6999,2074,444,180,179
6999,2793,374,180,181
6999,3021,974,180,180
6999,2089,270,180,180
6999,2262,1422,179,180
6999,2641,1117,180,179
792,2206,714,179,179
792,779,182,180,179
792,660,268,178,178
792,1541,501,179,180
792,2663,444,180,180
792,1429,528,180,180
792,1083,1254,180,179
792,2188,778,179,180
792,501,5,179,178
792,450,597,180,179
792,1566,345,179,179
792,2365,762,179,179
792,2915,819,179,179
792,2289,770,180,180
4189,2997,1520,180,180
4189,2793,1813,180,181
4189,1828,1669,180,180
4189,3144,1264,180,180
4189,2118,133,179,180
4189,2775,399,180,181
4189,1461,1085,179,179
4189,2891,1676,179,179
4189,2099,1022,180,180
4189,2023,1864,178,179
2413,3053,1333,180,179
2413,1669,771,179,179
2413,1829,1670,180,180
2413,3212,1125,180,179
2413,2554,1772,181,180
2413,1668,1375,180,180
2413,1664,915,180,180
2413,2952,1394,180,180
2413,2437,1873,179,180
2413,2391,248,180,180
6376,2071,1399,179,180
6376,3095,849,180,179
6376,3187,1045,180,179
6376,3136,935,180,180
6376,2942,332,179,180
6376,1608,683,180,180
6376,2970,1016,180,180
6376,2262,1423,179,179
822,2211,775,179,179
822,1425,254,180,180
822,1055,177,179,180
822,432,258,179,179
822,521,227,182,180
822,2932,1221,179,179
822,2333,717,179,180
822,1436,885,180,179
822,668,270,179,179
822,3158,7,178,181
822,428,624,179,180
822,2276,739,178,179
822,2300,767,180,179
831,2215,752,179,180
831,1306,234,179,180
831,2192,777,179,180
831,667,268,180,179
831,831,135,180,180
831,505,329,179,179
831,2928,1235,179,179
831,1443,747,180,180
831,423,182,180,180
831,408,617,178,180
831,2361,777,180,180
831,2267,771,180,180
5181,2686,1804,180,180
5181,1537,1086,179,180
5181,1829,1671,180,179
5181,3051,1332,180,180
5181,2361,1438,179,180
5181,2822,1613,179,180
5181,1534,1355,180,180
5181,2408,679,180,179
990,557,387,180,180
990,667,269,180,179
990,479,1369,179,180
990,2080,668,178,179
990,2189,695,179,180
990,650,1410,180,179
990,2143,766,179,180
990,540,626,181,180
990,538,1052,180,180
990,429,604,178,179
990,551,1324,180,181
990,2211,728,179,180
2345,2657,1794,179,180
2345,1618,752,179,179
2345,1829,1670,180,180
2345,3052,1332,179,179
2345,1984,218,179,180
2345,1668,1377,180,180
2345,1669,918,180,180
2345,2782,1572,180,179
2345,2436,1874,180,179
2345,2391,1483,179,180
6140,2099,1405,179,180
6140,3151,1043,180,180
6140,3008,715,180,181
6140,3128,930,179,180
6140,2169,332,179,179
6140,3057,808,180,180
6140,2941,333,180,180
6140,2261,1423,180,180
6140,2597,1117,180,180
6391,2071,1399,179,180
6391,3095,868,181,179
6391,3185,1048,179,180
6391,3136,935,179,180
6391,2942,332,179,179
6391,2970,1016,180,180
6391,2262,1423,179,179
4174,2877,1687,180,180
4174,3092,1401,180,179
4174,1828,1668,180,181
4174,3168,1195,180,180
4174,1807,276,180,179
4174,2775,372,180,180
4174,1461,1084,179,180
4174,2101,1043,180,180
4174,2017,1859,178,179
6059,2081,1408,180,180
6059,3173,1018,180,180
6059,3010,696,180,181
6059,3128,928,180,179
6059,2187,322,179,179
6059,3076,833,179,179
6059,2941,334,180,179
6059,2261,1423,180,180
5241,2789,1767,180,180
5241,1829,1670,180,180
5241,3051,1331,179,180
5241,1402,863,180,180
5241,1923,374,179,179
5241,2536,1717,180,180
5241,1543,858,180,180
5241,1535,1354,181,180
5241,2487,1885,179,179
5241,2769,1457,180,180
2286,2659,1795,180,179
2286,1829,1670,179,180
2286,3052,1332,179,179
2286,1936,323,179,179
2286,1672,920,180,179
2286,2791,1593,181,181
2286,1595,1371,180,179
2286,2436,1878,180,179
4168,2786,1854,181,180
4168,2877,1688,180,179
4168,3157,1296,180,180
4168,1828,1669,180,180
4168,1824,328,180,180
4168,2725,257,180,180
4168,1461,1084,179,180
4168,2101,1043,180,180
4168,2010,1854,179,179
748,664,268,179,179
748,945,68,181,181
748,429,614,178,179
748,1986,775,179,179
748,2605,487,181,180
748,2520,532,180,180
748,1588,507,179,179
748,2094,797,180,180
748,1128,366,179,179
748,521,0,179,162
748,596,1055,179,180
748,2288,781,180,180
748,2192,773,179,180
4650,2886,1704,180,180
4650,2784,1729,180,180
4650,1828,1670,180,180
4650,3054,1468,179,180
4650,3149,1202,180,180
4650,1637,1384,180,179
4650,1525,930,179,180
4650,2626,1833,181,180
4650,2752,1316,180,181
4650,2499,268,179,180
6512,2077,1379,180,180
6512,3102,1100,180,180
6512,3135,935,180,180
6512,3042,938,180,180
6512,2942,331,180,179
6512,1639,790,180,181
6512,2943,1023,180,179
6512,2261,1422,180,180
6512,2606,1122,180,180
4241,2666,1835,180,180
4241,1828,1669,180,180
4241,2976,1592,179,181
4241,2052,141,180,180
4241,2971,1473,180,180
4241,2551,1830,182,181
4241,1454,1205,179,179
4241,2080,1006,180,180
4241,3013,784,180,180
7365,2042,1323,180,180
7365,1757,1719,179,180
7365,3083,1091,180,179
7365,3135,931,180,180
7365,1868,453,180,180
7365,3090,1011,180,180
7365,2941,601,180,179
7365,2263,1431,180,179
7365,2725,1233,181,180
7365,2623,243,180,180
2071,1683,1116,180,180
2071,1965,660,179,179
2071,2668,1808,180,179
2071,1830,1671,179,180
2071,3034,1350,180,180
2071,1656,1517,181,180
2071,1555,1174,180,180
2071,1478,1298,179,180
2071,1988,990,179,179
759,2144,723,179,180
759,2190,777,179,180
759,1086,196,180,180
759,662,272,180,179
759,1576,511,179,180
759,2460,601,179,179
759,1698,759,180,179
759,797,1222,179,179
759,841,343,179,179
759,2547,527,181,181
759,521,0,179,161
759,2404,735,181,181
759,2425,820,180,180
759,438,634,178,180
759,2284,782,180,180
6788,2082,1371,179,180
6788,3209,1012,180,180
6788,3133,934,180,180
6788,1932,410,180,180
6788,3058,987,180,180
6788,2922,334,180,180
6788,2907,1038,180,179
6788,2262,1422,179,179
6788,2612,1128,180,180
2283,2661,1792,180,180
2283,1829,1670,179,180
2283,3052,1332,179,179
2283,1948,372,180,179
2283,1672,920,180,179
2283,2767,1591,180,180
2283,1596,1370,179,180
2283,2436,1878,179,179
6973,2288,247,180,180
6973,3184,1063,180,180
6973,3130,934,180,180
6973,1966,415,179,180
6973,3008,882,180,180
6973,2790,373,179,180
6973,2895,957,180,180
6973,2262,1422,179,180
6973,2627,1123,180,180
4657,2791,1726,180,180
4657,1829,1670,179,180
4657,3055,1468,179,180
4657,3146,1264,181,180
4657,2132,302,179,180
4657,1639,1396,180,180
4657,1525,930,179,179
4657,2884,1704,180,180
4657,2629,1836,181,180
4657,2751,1316,181,180
6719,2077,1377,180,180
6719,3156,1016,180,180
6719,3131,933,180,180
6719,1916,408,180,180
6719,3047,997,180,180
6719,2921,335,180,179
6719,2902,1048,180,180
6719,2262,1422,179,180
6719,2612,1127,180,181
6662,2077,1378,180,180
6662,3129,1034,180,180
6662,3133,934,180,180
6662,1896,424,181,180
6662,3054,1027,180,180
6662,2942,330,180,179
6662,2901,1048,180,179
6662,2262,1422,179,180
6662,2612,1129,180,180
741,2156,729,179,180
741,1334,221,180,179
741,877,138,181,180
741,663,271,178,179
741,2589,464,181,180
741,2530,535,180,180
741,1601,528,179,180
741,521,0,180,161
741,529,829,180,180
741,2295,783,180,180
741,2187,773,179,179
741,441,606,179,179
539,1493,331,179,180
539,674,0,180,148
539,699,249,179,180
539,3725,1401,181,180
539,2258,778,179,180
539,3696,1283,180,180
539,3788,79,177,180
539,1154,236,179,179
539,1791,820,179,179
539,1034,279,178,180
539,2735,1090,180,180
539,539,661,181,181
539,1543,282,179,180
539,2176,801,180,181
2368,2763,1644,180,181
2368,1657,798,180,180
2368,1829,1670,180,180
2368,3053,1332,179,179
2368,2096,125,180,180
2368,2556,1804,181,181
2368,1669,1376,180,180
2368,1662,914,179,180
2368,2437,1874,180,179
2368,2653,1621,180,180
6580,2077,1379,180,180
6580,3101,1089,180,179
6580,3083,969,180,180
6580,2942,330,180,180
6580,1614,838,180,180
6580,3135,934,180,179
6580,2942,1026,180,180
6580,2261,1422,180,180
6580,2599,1129,180,180
538,1473,320,179,179
538,708,0,180,138
538,697,247,180,180
538,3734,1404,181,180
538,2258,778,179,180
538,3698,1286,180,179
538,3761,98,180,180
538,1153,240,179,179
538,1780,804,179,180
538,1031,281,179,179
538,2711,1067,180,180
538,554,657,180,180
538,1545,274,179,180
538,2176,801,180,180
7212,2070,1327,179,181
7212,3123,1050,180,179
7212,2973,656,180,179
7212,3099,949,180,180
7212,1474,604,180,180
7212,2264,1431,180,180
7212,2686,1205,180,180
7212,2702,301,180,179
4886,2102,1574,179,180
4886,2665,1808,179,180
4886,1830,1671,179,179
4886,3003,1351,180,180
4886,1746,1609,179,181
4886,1662,816,180,180
4886,1939,1300,180,180
4886,2307,1857,180,180
4886,1993,1220,178,178
4886,2502,228,179,180
7472,1736,404,180,180
7472,2002,1333,179,180
7472,3184,1072,180,179
7472,2930,602,180,180
7472,3139,930,179,180
7472,3091,928,180,180
7472,2621,224,180,179
7472,2264,1432,180,179
7472,2724,1231,181,179
7472,2558,173,181,180
5250,2788,1767,181,181
5250,1506,816,179,180
5250,1829,1670,180,180
5250,3051,1331,179,180
5250,2494,1763,179,180
5250,1599,913,179,180
5250,1567,1347,180,179
5250,2357,1903,180,179
5250,2769,1457,180,180
7343,2043,1323,179,180
7343,2912,1631,180,180
7343,3074,1081,179,180
7343,3135,932,180,180
7343,1842,495,180,180
7343,3094,1008,180,179
7343,2953,597,180,180
7343,2264,1431,179,179
7343,2740,1210,181,180
7343,2624,242,179,180
815,1469,268,179,180
815,545,210,180,180
815,1134,114,179,179
815,2382,655,179,180
815,2864,236,180,181
815,2188,782,179,179
815,1896,956,179,179
815,666,272,178,178
815,405,106,180,180
815,2681,988,179,179
815,455,604,180,179
815,1400,1019,180,180
815,2296,770,180,180
815,2236,759,179,180
675,2102,686,180,180
675,1372,25,179,179
675,708,199,179,180
675,3953,1127,142,181
675,2351,686,178,179
675,1936,743,179,180
675,774,409,180,180
675,614,158,180,180
675,545,517,179,181
675,2191,787,180,180
675,2233,736,179,180
675,2259,774,180,180
675,621,280,180,180
6546,2077,1379,180,180
6546,3109,1101,180,180
6546,3135,935,180,180
6546,3043,936,180,181
6546,2942,330,180,180
6546,1606,823,180,179
6546,2942,1025,180,179
6546,2262,1422,179,180
6546,2602,1129,180,180
5272,2690,1737,180,180
5272,1829,1670,179,180
5272,3052,1332,179,179
5272,1928,385,180,180
5272,1676,920,180,179
5272,1596,1371,180,179
5272,2434,1879,179,179
5272,2685,1606,179,180
700,1840,636,179,181
700,630,279,179,179
700,561,28,181,177
700,3989,764,106,181
700,2288,755,179,179
700,1786,653,179,180
700,508,457,181,181
700,873,339,180,180
700,2686,1131,180,180
700,570,613,181,180
700,1677,372,180,180
700,2189,778,179,179
796,2237,735,179,180
796,2347,680,178,180
796,2190,781,179,179
796,781,192,179,180
796,663,268,178,179
796,1648,442,180,180
796,1343,319,179,179
796,2708,672,179,179
796,1137,1277,180,180
796,2657,447,181,180
796,450,16,180,178
796,446,596,179,179
796,1551,335,178,180
796,2299,773,180,180
796,2380,723,180,181
7452,1740,404,180,180
7452,2002,1334,179,180
7452,3178,1056,180,179
7452,3136,930,180,179
7452,3110,933,180,179
7452,2930,603,181,179
7452,2463,299,179,179
7452,2264,1432,179,179
7452,2725,1231,180,179
7452,2537,195,181,180
2131,1826,1491,179,180
2131,2668,1807,180,180
2131,1536,1086,180,180
2131,1830,1671,179,179
2131,3053,1333,180,180
2131,1967,425,181,180
2131,1533,1357,180,180
2131,2613,1157,181,180
2131,2346,378,179,180
6762,2082,1371,179,180
6762,3200,988,180,179
6762,3133,934,180,180
6762,1932,411,180,180
6762,3066,986,179,179
6762,2922,334,179,180
6762,2904,1038,180,179
6762,2262,1422,179,180
6762,2612,1127,180,180
6892,2066,1349,180,180
6892,3192,1094,179,179
6892,3129,934,180,179
6892,1947,403,179,180
6892,3024,873,181,179
6892,2849,487,180,181
6892,2882,342,180,180
6892,2883,978,180,180
6892,2262,1422,179,180
6892,2628,1123,181,180
6636,2077,1379,180,179
6636,3134,933,180,180
6636,3033,1077,180,180
6636,3135,988,180,179
6636,1785,440,181,180
6636,2903,1058,179,180
6636,2942,330,180,179
6636,2262,1422,179,180
6636,2609,1128,180,180
5341,2152,1476,179,180
5341,2657,1795,180,180
5341,1617,754,179,180
5341,1829,1671,180,179
5341,3052,1332,179,179
5341,1984,217,179,180
5341,1667,1370,180,180
5341,1669,918,180,180
5341,2782,1572,180,180
5341,2436,1874,180,179
4564,3063,1489,179,179
4564,2910,1651,180,180
4564,1829,1670,179,180
